ORIGIN,DEST,DEP_DELAY_NEW,ARR_DELAY_NEW,DISTANCE
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,0,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,1,0,1389
DFW,LGA,2,0,1389
DFW,LGA,2,0,1389
DFW,LGA,2,0,1389
DFW,LGA,2,0,1389
DFW,LGA,2,0,1389
DFW,LGA,2,0,1389
DFW,LGA,3,0,1389
DFW,LGA,3,0,1389
DFW,LGA,3,0,1389
DFW,LGA,3,0,1389
DFW,LGA,3,0,1389
DFW,LGA,3,0,1389
DFW,LGA,4,0,1389
DFW,LGA,4,0,1389
DFW,LGA,4,0,1389
DFW,LGA,4,0,1389
DFW,LGA,4,0,1389
DFW,LGA,4,0,1389
DFW,LGA,5,0,1389
DFW,LGA,5,0,1389
DFW,LGA,5,0,1389
DFW,LGA,6,0,1389
DFW,LGA,6,0,1389
DFW,LGA,6,0,1389
DFW,LGA,7,0,1389
DFW,LGA,7,0,1389
DFW,LGA,7,0,1389
DFW,LGA,7,0,1389
DFW,LGA,8,0,1389
DFW,LGA,8,0,1389
DFW,LGA,9,0,1389
DFW,LGA,9,0,1389
DFW,LGA,10,0,1389
DFW,LGA,10,0,1389
DFW,LGA,15,0,1389
DFW,LGA,17,0,1389
DFW,LGA,0,1,1389
DFW,LGA,0,1,1389
DFW,LGA,0,1,1389
DFW,LGA,0,1,1389
DFW,LGA,1,1,1389
DFW,LGA,5,1,1389
DFW,LGA,0,2,1389
DFW,LGA,0,2,1389
DFW,LGA,0,2,1389
DFW,LGA,0,2,1389
DFW,LGA,0,2,1389
DFW,LGA,24,2,1389
DFW,LGA,29,2,1389
DFW,LGA,0,3,1389
DFW,LGA,2,3,1389
DFW,LGA,15,3,1389
DFW,LGA,0,4,1389
DFW,LGA,0,4,1389
DFW,LGA,0,4,1389
DFW,LGA,4,4,1389
DFW,LGA,8,4,1389
DFW,LGA,11,4,1389
DFW,LGA,11,4,1389
DFW,LGA,15,4,1389
DFW,LGA,0,5,1389
DFW,LGA,0,5,1389
DFW,LGA,0,5,1389
DFW,LGA,0,5,1389
DFW,LGA,1,5,1389
DFW,LGA,0,6,1389
DFW,LGA,0,6,1389
DFW,LGA,0,6,1389
DFW,LGA,0,6,1389
DFW,LGA,1,6,1389
DFW,LGA,2,6,1389
DFW,LGA,6,6,1389
DFW,LGA,28,6,1389
DFW,LGA,0,7,1389
DFW,LGA,1,7,1389
DFW,LGA,5,7,1389
DFW,LGA,14,7,1389
DFW,LGA,16,7,1389
DFW,LGA,17,7,1389
DFW,LGA,19,7,1389
DFW,LGA,0,8,1389
DFW,LGA,0,8,1389
DFW,LGA,26,8,1389
DFW,LGA,31,8,1389
DFW,LGA,0,9,1389
DFW,LGA,0,9,1389
DFW,LGA,0,9,1389
DFW,LGA,0,9,1389
DFW,LGA,5,9,1389
DFW,LGA,0,10,1389
DFW,LGA,0,10,1389
DFW,LGA,1,10,1389
DFW,LGA,0,11,1389
DFW,LGA,0,11,1389
DFW,LGA,4,11,1389
DFW,LGA,6,11,1389
DFW,LGA,7,11,1389
DFW,LGA,19,11,1389
DFW,LGA,23,11,1389
DFW,LGA,0,12,1389
DFW,LGA,1,12,1389
DFW,LGA,3,12,1389
DFW,LGA,0,13,1389
DFW,LGA,0,13,1389
DFW,LGA,3,13,1389
DFW,LGA,3,13,1389
DFW,LGA,0,14,1389
DFW,LGA,0,14,1389
DFW,LGA,1,14,1389
DFW,LGA,3,14,1389
DFW,LGA,25,14,1389
DFW,LGA,0,15,1389
DFW,LGA,0,15,1389
DFW,LGA,32,15,1389
DFW,LGA,36,15,1389
DFW,LGA,16,16,1389
DFW,LGA,31,16,1389
DFW,LGA,32,16,1389
DFW,LGA,6,17,1389
DFW,LGA,10,17,1389
DFW,LGA,19,17,1389
DFW,LGA,17,18,1389
DFW,LGA,22,18,1389
DFW,LGA,29,18,1389
DFW,LGA,32,18,1389
DFW,LGA,33,18,1389
DFW,LGA,0,19,1389
DFW,LGA,14,19,1389
DFW,LGA,17,19,1389
DFW,LGA,0,20,1389
DFW,LGA,0,20,1389
DFW,LGA,22,20,1389
DFW,LGA,32,20,1389
DFW,LGA,41,20,1389
DFW,LGA,0,21,1389
DFW,LGA,0,21,1389
DFW,LGA,30,21,1389
DFW,LGA,15,22,1389
DFW,LGA,0,23,1389
DFW,LGA,0,24,1389
DFW,LGA,9,25,1389
DFW,LGA,5,26,1389
DFW,LGA,29,26,1389
DFW,LGA,32,26,1389
DFW,LGA,0,27,1389
DFW,LGA,64,28,1389
DFW,LGA,39,29,1389
DFW,LGA,42,29,1389
DFW,LGA,0,30,1389
DFW,LGA,13,30,1389
DFW,LGA,51,30,1389
DFW,LGA,32,32,1389
DFW,LGA,43,32,1389
DFW,LGA,2,33,1389
DFW,LGA,38,33,1389
DFW,LGA,2,34,1389
DFW,LGA,6,34,1389
DFW,LGA,20,34,1389
DFW,LGA,50,34,1389
DFW,LGA,0,35,1389
DFW,LGA,60,36,1389
DFW,LGA,54,37,1389
DFW,LGA,39,38,1389
DFW,LGA,54,39,1389
DFW,LGA,0,41,1389
DFW,LGA,27,41,1389
DFW,LGA,46,41,1389
DFW,LGA,67,41,1389
DFW,LGA,0,45,1389
DFW,LGA,39,47,1389
DFW,LGA,62,47,1389
DFW,LGA,0,48,1389
DFW,LGA,11,49,1389
DFW,LGA,22,49,1389
DFW,LGA,49,49,1389
DFW,LGA,63,49,1389
DFW,LGA,40,50,1389
DFW,LGA,59,51,1389
DFW,LGA,42,53,1389
DFW,LGA,70,53,1389
DFW,LGA,59,54,1389
DFW,LGA,53,55,1389
DFW,LGA,65,55,1389
DFW,LGA,56,56,1389
DFW,LGA,47,57,1389
DFW,LGA,0,58,1389
DFW,LGA,0,58,1389
DFW,LGA,45,58,1389
DFW,LGA,28,59,1389
DFW,LGA,66,62,1389
DFW,LGA,67,63,1389
DFW,LGA,39,64,1389
DFW,LGA,70,64,1389
DFW,LGA,5,66,1389
DFW,LGA,68,66,1389
DFW,LGA,63,67,1389
DFW,LGA,72,67,1389
DFW,LGA,51,70,1389
DFW,LGA,87,70,1389
DFW,LGA,54,73,1389
DFW,LGA,0,74,1389
DFW,LGA,92,89,1389
DFW,LGA,59,93,1389
DFW,LGA,98,93,1389
DFW,LGA,72,95,1389
DFW,LGA,69,97,1389
DFW,LGA,106,100,1389
DFW,LGA,83,102,1389
DFW,LGA,256,234,1389
DFW,LGA,0,,1389
DFW,LGA,0,,1389
DFW,LGA,0,,1389
DFW,LGA,0,,1389
DFW,LGA,0,,1389
DFW,LGA,5,,1389
DFW,LGA,108,,1389
DFW,JFK,0,0,1391
DFW,JFK,0,0,1391
DFW,JFK,0,0,1391
DFW,JFK,0,0,1391
DFW,JFK,0,0,1391
DFW,JFK,0,0,1391
DFW,JFK,1,0,1391
DFW,JFK,1,0,1391
DFW,JFK,3,0,1391
DFW,JFK,3,0,1391
DFW,JFK,3,0,1391
DFW,JFK,4,0,1391
DFW,JFK,7,0,1391
DFW,JFK,15,0,1391
DFW,JFK,4,3,1391
DFW,JFK,7,3,1391
DFW,JFK,16,3,1391
DFW,JFK,2,4,1391
DFW,JFK,2,4,1391
DFW,JFK,4,5,1391
DFW,JFK,11,7,1391
DFW,JFK,0,10,1391
DFW,JFK,18,10,1391
DFW,JFK,16,12,1391
DFW,JFK,0,14,1391
DFW,JFK,16,14,1391
DFW,JFK,2,15,1391
DFW,JFK,6,16,1391
DFW,JFK,13,18,1391
DFW,JFK,24,23,1391
DFW,JFK,91,78,1391
DFW,JFK,94,78,1391
DFW,JFK,66,80,1391
DFW,JFK,43,81,1391
DFW,JFK,108,83,1391
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,0,0,241
DTW,BUF,2,0,241
DTW,BUF,2,0,241
DTW,BUF,3,0,241
DTW,BUF,4,0,241
DTW,BUF,5,0,241
DTW,BUF,6,0,241
DTW,BUF,6,0,241
DTW,BUF,10,0,241
DTW,BUF,10,0,241
DTW,BUF,13,0,241
DTW,BUF,13,0,241
DTW,BUF,14,0,241
DTW,BUF,5,1,241
DTW,BUF,0,5,241
DTW,BUF,0,5,241
DTW,BUF,0,5,241
DTW,BUF,0,8,241
DTW,BUF,18,11,241
DTW,BUF,29,16,241
DTW,BUF,0,21,241
DTW,BUF,3,21,241
DTW,BUF,27,22,241
DTW,BUF,0,31,241
DTW,BUF,53,37,241
DTW,BUF,71,63,241
DTW,BUF,109,96,241
DTW,BUF,84,129,241
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,0,0,296
DTW,ROC,1,0,296
DTW,ROC,2,3,296
DTW,ROC,10,7,296
DTW,ROC,35,8,296
DTW,ROC,1,27,296
DTW,ROC,67,87,296
DTW,ROC,102,109,296
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,0,0,332
DTW,ELM,6,0,332
DTW,ELM,0,1,332
DTW,ELM,0,1,332
DTW,ELM,0,1,332
DTW,ELM,0,1,332
DTW,ELM,0,1,332
DTW,ELM,4,1,332
DTW,ELM,0,2,332
DTW,ELM,5,2,332
DTW,ELM,0,3,332
DTW,ELM,0,4,332
DTW,ELM,7,4,332
DTW,ELM,0,5,332
DTW,ELM,2,5,332
DTW,ELM,3,5,332
DTW,ELM,0,8,332
DTW,ELM,12,8,332
DTW,ELM,1,9,332
DTW,ELM,12,10,332
DTW,ELM,0,11,332
DTW,ELM,0,14,332
DTW,ELM,2,14,332
DTW,ELM,12,14,332
DTW,ELM,2,17,332
DTW,ELM,11,17,332
DTW,ELM,15,19,332
DTW,ELM,0,21,332
DTW,ELM,0,21,332
DTW,ELM,0,24,332
DTW,ELM,14,24,332
DTW,ELM,14,26,332
DTW,ELM,0,27,332
DTW,ELM,30,28,332
DTW,ELM,13,29,332
DTW,ELM,0,31,332
DTW,ELM,18,31,332
DTW,ELM,37,31,332
DTW,ELM,0,32,332
DTW,ELM,0,42,332
DTW,ELM,55,48,332
DTW,ELM,46,49,332
DTW,ELM,0,53,332
DTW,ELM,29,55,332
DTW,ELM,67,67,332
DTW,ELM,27,71,332
DTW,ELM,66,81,332
DTW,ELM,95,91,332
DTW,ELM,98,91,332
DTW,ELM,105,100,332
DTW,ELM,134,125,332
DTW,ELM,120,143,332
DTW,ELM,202,227,332
DTW,SYR,0,0,374
DTW,SYR,0,0,374
DTW,ALB,0,0,489
DTW,ALB,0,0,489
DTW,ALB,0,0,489
DTW,ALB,0,0,489
DTW,ALB,0,0,489
DTW,ALB,13,6,489
DTW,ALB,0,39,489
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,0,0,502
DTW,LGA,1,0,502
DTW,LGA,1,0,502
DTW,LGA,2,0,502
DTW,LGA,2,0,502
DTW,LGA,2,0,502
DTW,LGA,2,0,502
DTW,LGA,2,0,502
DTW,LGA,2,0,502
DTW,LGA,3,0,502
DTW,LGA,3,0,502
DTW,LGA,3,0,502
DTW,LGA,4,0,502
DTW,LGA,6,0,502
DTW,LGA,6,0,502
DTW,LGA,7,0,502
DTW,LGA,7,0,502
DTW,LGA,7,0,502
DTW,LGA,8,0,502
DTW,LGA,10,0,502
DTW,LGA,10,0,502
DTW,LGA,10,0,502
DTW,LGA,12,0,502
DTW,LGA,14,0,502
DTW,LGA,14,0,502
DTW,LGA,17,0,502
DTW,LGA,18,0,502
DTW,LGA,19,0,502
DTW,LGA,0,1,502
DTW,LGA,0,1,502
DTW,LGA,4,1,502
DTW,LGA,0,2,502
DTW,LGA,0,2,502
DTW,LGA,9,2,502
DTW,LGA,0,3,502
DTW,LGA,0,3,502
DTW,LGA,0,3,502
DTW,LGA,1,3,502
DTW,LGA,4,3,502
DTW,LGA,0,4,502
DTW,LGA,0,4,502
DTW,LGA,19,4,502
DTW,LGA,0,5,502
DTW,LGA,0,5,502
DTW,LGA,0,5,502
DTW,LGA,0,5,502
DTW,LGA,0,5,502
DTW,LGA,0,5,502
DTW,LGA,1,5,502
DTW,LGA,0,6,502
DTW,LGA,0,6,502
DTW,LGA,0,6,502
DTW,LGA,0,6,502
DTW,LGA,2,6,502
DTW,LGA,21,6,502
DTW,LGA,0,7,502
DTW,LGA,0,7,502
DTW,LGA,0,7,502
DTW,LGA,0,7,502
DTW,LGA,15,7,502
DTW,LGA,15,7,502
DTW,LGA,16,7,502
DTW,LGA,33,7,502
DTW,LGA,0,8,502
DTW,LGA,0,8,502
DTW,LGA,0,9,502
DTW,LGA,1,9,502
DTW,LGA,17,9,502
DTW,LGA,22,9,502
DTW,LGA,22,9,502
DTW,LGA,36,9,502
DTW,LGA,0,10,502
DTW,LGA,0,10,502
DTW,LGA,18,10,502
DTW,LGA,10,11,502
DTW,LGA,0,12,502
DTW,LGA,0,12,502
DTW,LGA,10,12,502
DTW,LGA,27,12,502
DTW,LGA,0,13,502
DTW,LGA,1,13,502
DTW,LGA,4,13,502
DTW,LGA,11,13,502
DTW,LGA,35,13,502
DTW,LGA,0,14,502
DTW,LGA,0,14,502
DTW,LGA,0,15,502
DTW,LGA,0,15,502
DTW,LGA,0,15,502
DTW,LGA,13,15,502
DTW,LGA,22,15,502
DTW,LGA,0,16,502
DTW,LGA,0,16,502
DTW,LGA,0,16,502
DTW,LGA,0,18,502
DTW,LGA,0,19,502
DTW,LGA,0,19,502
DTW,LGA,1,19,502
DTW,LGA,1,19,502
DTW,LGA,3,19,502
DTW,LGA,0,20,502
DTW,LGA,0,20,502
DTW,LGA,23,20,502
DTW,LGA,24,20,502
DTW,LGA,0,21,502
DTW,LGA,0,21,502
DTW,LGA,38,21,502
DTW,LGA,13,22,502
DTW,LGA,1,23,502
DTW,LGA,38,23,502
DTW,LGA,0,24,502
DTW,LGA,3,24,502
DTW,LGA,26,24,502
DTW,LGA,0,25,502
DTW,LGA,1,25,502
DTW,LGA,29,25,502
DTW,LGA,40,25,502
DTW,LGA,0,26,502
DTW,LGA,3,26,502
DTW,LGA,8,26,502
DTW,LGA,24,26,502
DTW,LGA,20,29,502
DTW,LGA,25,29,502
DTW,LGA,0,30,502
DTW,LGA,26,30,502
DTW,LGA,5,31,502
DTW,LGA,26,31,502
DTW,LGA,27,32,502
DTW,LGA,0,33,502
DTW,LGA,27,33,502
DTW,LGA,0,34,502
DTW,LGA,1,34,502
DTW,LGA,11,34,502
DTW,LGA,14,34,502
DTW,LGA,21,34,502
DTW,LGA,44,34,502
DTW,LGA,55,34,502
DTW,LGA,0,35,502
DTW,LGA,22,36,502
DTW,LGA,43,37,502
DTW,LGA,0,40,502
DTW,LGA,0,40,502
DTW,LGA,0,40,502
DTW,LGA,45,40,502
DTW,LGA,13,41,502
DTW,LGA,3,42,502
DTW,LGA,8,43,502
DTW,LGA,0,44,502
DTW,LGA,17,44,502
DTW,LGA,0,45,502
DTW,LGA,3,46,502
DTW,LGA,20,46,502
DTW,LGA,33,46,502
DTW,LGA,0,47,502
DTW,LGA,49,50,502
DTW,LGA,51,51,502
DTW,LGA,4,52,502
DTW,LGA,26,52,502
DTW,LGA,85,54,502
DTW,LGA,4,55,502
DTW,LGA,36,55,502
DTW,LGA,43,56,502
DTW,LGA,0,58,502
DTW,LGA,33,60,502
