Plate_ID,Registration_State,Plate_Type,Vehicle_Make,Issuer_Code,Street_Name,Vehicle_Year
43087PC,NY,COM,HIN,942103,AVENUE B,2011
70299MJ,NY,COM,CHEVR,915329,5 AVE,1996
T636129C,NY,OMT,TOYOT,952776,7TH AVE,2012
AP8899R,NJ,PAS,MERCU,957664,8 AVE,0
7101979,NY,PAS,HUMME,956749,W 16 ST,0
7101979,NY,PAS,,956749,W 16 ST,0
7101979,NY,PAS,,956749,W 16 ST,0
93759ME,NY,COM,HIN,945333,BOWERY,2015
UNL70A,NJ,PAS,LEXUS,962363,MARKET SLIP,0
6TT291,MA,999,ACURA,962363,MARKET SLIP,0
93759ME,NY,COM,HIN,949352,BOWERY ST,2015
P219MN,NY,PAS,ACURA,924063,CANAL ST,2009
20322TC,NY,TRC,KENWO,943180,LEXINGTON AVE,2007
T26HNJ,NJ,PAS,LINCO,957172,MONTGOMERY,0
N32GKS,NJ,PAS,NISSA,957172,SOUTH ST,0
64030MA,NY,COM,MITSU,961183,FDR,2010
2930524,PA,PAS,ME/BE,952621,W 42 ST,0
93741PA,NY,COM,MACK,960992,8TH AVE,1998
FDF2863,NY,PAS,DODGE,960240,E 105 ST,2006
50294MB,NY,COM,CHEVR,928716,DELANCEY ST,0
KBR0308,PA,PAS,VOLKS,937210,11 AVE,0
GXC1945,NY,PAS,HONDA,937210,WEST 53 ST,2016
GJP9788,NY,PAS,TOYOT,937210,WEST 53 ST,1999
HAZ7751,NY,PAS,FORD,937228,FDR DR,2015
KKB1790,PA,PAS,AUDI,942248,W 35 ST,0
HPY3682,NY,PAS,KIA,952065,SOUTH STREET,2017
HES8367,NY,PAS,AUDI,952065,SOUTH END AVE,2009
HGR8312,NY,PAS,TOYOT,952065,SOUTH STREET,1999
HEB9726,NY,PAS,TOYOT,961481,S/E C/O MARKET SLIP,2015
K056994,TX,PAS,TEMSA,929617,NWCO WORTH ST,0
GAS4312,MD,PAS,NISSA,940908,ORCHARD ST,0
HLK7661,NY,PAS,HONDA,940908,FDR DR,2005
GVM4376,NY,PAS,ROVER,958789,E 43,0
K63HPA,NJ,PAS,FORD,949374,3RD AVE,0
HHF4886,NY,PAS,CHEVR,955158,E 43RD ST,2017
GER8055,NY,PAS,ME/BE,949514,PARK AVENUE,2015
GDK7736,NY,PAS,BMW,925657,W 55TH ST,0
HCB9345,NY,PAS,TOYOT,925657,W 46TH ST,0
HMN1802,NY,PAS,VOLKS,925657,W 46TH ST,0
J47DTN,NJ,PAS,FORD,925657,W 57TH ST,0
K71BVD,NJ,PAS,PONTI,925657,W 45TH ST,0
H781A,MA,APP,ME/BE,925657,W 45TH ST,0
GBH1425,NY,PAS,MAZDA,925657,11TH AVE,0
HDS5766,NY,PAS,JEEP,925657,11TH AVE,0
GMV8654,NY,PAS,HONDA,925657,W 47TH ST,0
HGG0539,TX,PAS,DODGE,925657,W 47TH ST,0
HDP99,IL,PAS,HONDA,926657,W 47TH ST,0
HPD8124,NY,OMS,KIA,925657,W 48TH ST,0
HFS8040,NY,PAS,HYUND,925657,W 49TH ST,0
GXV6364,NY,PAS,FORD,925657,W 51ST ST,0
HFT7421,NY,PAS,HONDA,925657,W 52TH ST,0
HFT7421,NY,PAS,HONDA,925657,W 52ND ST,0
HAR5611,NY,PAS,VOLKS,925657,W 56TH ST,0
GUW4262,NY,PAS,HONDA,925657,W 58TH ST,0
GWU6892,NY,PAS,ACURA,962415,RD WAGNER PLACE,2013
HSD6505,NY,PAS,NISSA,962415,ROBERT F WANGER SR P,2015
L66HKR,NJ,PAS,TOYOT,962415,GRAND ST,0
HHX1793,NY,PAS,HONDA,948832,E 43 ST,2016
HPY8948,NY,PAS,SUBAR,948832,E 43 ST,2017
HHF4462,NY,PAS,CHEVR,948832,E 43 STREET,2017
GXV1680,NY,PAS,AUDI,926968,EAST 50TH ST,2007
HLC7998,NY,PAS,HYUND,926968,EAST 52ND ST,2015
L48EJA,NJ,PAS,FORD,961797,E 33 ST,0
HHK3983,NY,PAS,LINCO,953303,BROADWAY,2016
HCR3487,NY,PAS,BMW,962299,PARK AVE,2015
GCM4934,NY,PAS,ACURA,879937,BOWERY,2013
HLU893,NY,PAS,BMW,942683,56TH ST,2017
3.5E+548,NV,PAS,NISSA,954784,HEGEMAN AVE,2016
EUG9383,NY,PAS,CADIL,952065,RECTOR,2006
F99DSG,NJ,PAS,,952065,SOUTH END,0
EGW3521,NY,PAS,BMW,952065,SOUTH STREET,2008
997UGW,AR,PAS,HONDA,952065,W THAMES ST,0
772AOG,ND,PAS,ME/BE,952068,WEST THAMES,0
N71HNV,NJ,PAS,NISSA,962299,E 31 ST,0
PS27860,PA,PAS,JEEP,939669,WEST BROADWAY,0
44992MD,NY,COM,CHEVR,939669,DESBROSSES,2006
39791MD,NY,COM,KENWO,939669,DESBROSSES ST,0
66611MB,NY,COM,MITSU,939669,DESBROSSES ST,2012
96752ME,NY,COM,ISUZU,939669,WEST ST,2013
96752ME,NY,COM,ISUZU,939669,WEST ST,2013
V259439,99,PAS,HONDA,942722,WEST BROADWAY,0
2069156,99,PAS,FRUEH,954497,5 AVE,0
EYM6041,NY,PAS,BMW,958953,PARK AVE,2011
A82867,99,999,PREVO,929617,NWCO WORTH ST,0
BND2152,PA,PAS,MCI,929617,NWCO WORTH ST,0
3JV246,MA,PAS,KIA,879937,BOWERY,0
2585LV,VA,PAS,TOYOT,879937,BOWERY,0
3ZC480,WV,PAS,MITSU,879937,BOWERY,0
CAJ7623,NY,PAS,SUBAR,879937,BOWERY,2014
AM22OP,NJ,PAS,MACK,958681,3 AVE,0
VNJ9135,VA,PAS,CHEVR,955158,E 43RD ST,0
D32HVW,NJ,PAS,FORD,955158,E 43RD ST,0
Z29HNA,NJ,PAS,FORD,896283,BROOME ST,0
F96HRY,NJ,PAS,BMW,925657,W 58TH ST,0
AC93089,CT,PAS,ME/BE,925657,W 58TH ST,0
ELC3163,NY,PAS,HONDA,925657,W 46TH ST,0
F23GWX,NJ,PAS,NISSA,925657,W 46TH ST,0
N21HJG,NJ,PAS,TOYOT,925657,W 45TH ST,0
S81GYG,NJ,PAS,KIA,925657,W 57TH ST,0
FHP7723,NY,PAS,NISSA,925657,W 48TH ST,0
B69EME,NJ,PAS,JEEP,925657,W 49TH ST,0
FTG8893,PA,PAS,CHEVR,925657,W 51ST ST,0
C84DZC,NJ,PAS,GMC,925657,W 53RD ST,0
X27EMK,NJ,PAS,NISSA,925657,W 53RD ST,0
X25EMU,NJ,PAS,ACURA,925657,W 53RD SR,0
AG55700,PA,PAS,FRUEH,936267,CHRISTOPHER LN,0
RBP8987,GA,PAS,ME/BE,961481,MARKET ST,0
T689269C,NY,OMT,HONDA,961481,S/E C/O MARKET SLIP,2016
T17209C,NY,OMT,TOYOT,929617,ROBERT F WAGNER,0
ENU7063,NY,PAS,KIA,929617,ROBERT F WAGNER,0
PE4CE,NY,PAS,NISSA,929617,ROBERT F WAGNER,0
BP2375,ON,PAS,SUBAR,929617,WORTH ST,0
93759ME,99,COM,HIN,944488,ALLEN ST,2015
AJD9423,NY,PAS,TOYOT,956896,RYDER ST,2007
A63GRX,NJ,PAS,LEXUS,961797,MADISON AVE,0
FGP6035,NY,PAS,DODGE,962415,ROBERT F WAGNER SR P,2013
AEA5199,NY,PAS,CHEVR,962415,RF WAGNER PLACE,2014
AFF980,MA,PAS,NISSA,962698,MULBERRY,0
35034JU,NY,COM,FORD,935067,MADISON ST,2005
61429JX,NY,COM,FORD,935067,MADISON ST,2016
53180JX,NY,COM,FORD,935067,MADISON ST,2008
55220MA,NY,COM,FORD,935067,MADISON ST,2010
24056MG,NY,COM,MITSU,935067,MADISON ST,1999
9790ZJK,NY,COM,MITSU,935067,MADISON ST,1996
70324MJ,NY,COM,CHEVR,952106,S/W C/O WEST ST,1997
71576MJ,NY,COM,CHEVR,950106,N/W C/O 6 AVE,1995
2124974,ME,PAS,UTILI,945495,3 AVE,0
2178411,IN,PAS,FRUEH,945495,3 AVE,0
FEH7327,NY,PAS,ROVER,937228,FDR DR,2016
DCF8118,NY,PAS,FORD,950755,N/E C/O GRAND ST,2011
EFB2077,NY,PAS,CHRYS,950755,N/E C/O GRAND ST,2005
64030MA,NY,COM,NISSA,961183,FDR,2010
ZO983,NY,COM,FORD,961183,FDR,2005
4817ZMG,NY,COM,GMC,958083,S/W C/O DELANCEY,1999
DEMAR15,NY,COM,FRUEH,958083,R/O 145 ATTORNEY ST,2008
YEREIARN,NY,PAS,LEXUS,957570,GRAND,2016
E66HSW,NJ,PAS,DODGE,948832,E 43 ST,0
FFV9758,PA,PAS,TOYOT,940908,STANTON ST,0
64030MA,NY,COM,NISSA,940908,FDR DR,2010
S65GRH,NJ,PAS,JEEP,940908,HENRY ST,0
T695799C,NY,PAS,ACURA,942543,10TH AVE,0
DPR3105,99,PAS,CHEVR,942543,W 207 ST,0
HMX8344,NY,PAS,INFIN,949575,FLATBUSH AVE,2007
HNY4677,NY,PAS,HONDA,805084,BELLAMY LOOP,2003
GXM7225,NY,PAS,AUDI,953718,PACIFIC,2012
GBS6017,NY,PAS,JEEP,898135,E/S WEST ST,2015
278TDW,99,PAS,VOLKS,341185,ST MARKS AV,0
33545MD,99,COM,,523866,56 DR,1992
57492MD,NY,COM,FRUEH,935794,MANHATTAN AVE,2005
63653JM,NY,COM,INTER,948889,W 41 ST,1997
GYA6334,NY,PAS,,0,GRAND CONCOURSE,0
HMJ6812,NY,PAS,,920554,EAST 13 ST,2001
HLV7719,NY,PAS,HONDA,943519,225 ST,2003
HAC4888,NY,PAS,GMC,943519,226 ST,2006
HLP7860,NY,PAS,TOYOT,948889,WEST END AVE,2016
GHG1840,NY,PAS,JEEP,948889,AMSTERDAM AVE,2013
COSTAJAG,NY,PAS,,906615,PLEASANTVIEW ST,0
P52HLD,NJ,PAS,HONDA,931398,E 64TH STREET,0
FCS7940,NY,PAS,BMW,945519,SPRINGFIELD BLVD,2011
49730JG,99,COM,,956614,RING ST,0
52963MD,NY,COM,,956014,BROADWAY,0
44396JW,NY,COM,,956624,SPRING ST,0
WMZ8240,VA,PAS,JEEP,932869,MILL ST,0
DEMAR15,NY,COM,FRUEH,920073,E 3RD ST,2008
T331150,IL,PAS,,938342,BANK ST,0
T331150,IL,PAS,,938342,BANK ST,0
T331150,IL,PAS,,938342,BANK ST,0
RYU36X,NJ,PAS,ACURA,948889,W 76 ST,0
XZ764F,NJ,PAS,NISSA,948889,WEST END AVE,0
60321JR,NY,COM,INTER,936656,WEST END AVE,2005
63443JM,NY,COM,INTER,936656,WEST END AVE,2001
83484MH,NY,COM,FRUEH,936656,WEST END AVE,2016
V38CEZ,NJ,PAS,TOYOT,936656,CENTRAL PARK WEST,0
80010PA,NY,COM,MERCU,942683,W 46 RD,2007
40280PC,NY,COM,MERCU,942683,W 46TH ST,2001
2431111,IN,PAS,ISUZU,931632,N/S WEST 48 ST,0
40280PC,NY,IRP,MERCU,931632,WEST 46 ST,1992
62831MH,NY,COM,UD,931632,WEST 46 ST,2005
92008MD,NY,COM,FORD,931632,WEST 46TH ST,2006
93777ME,NY,COM,FORD,931632,WEST 46 ST,2015
60349JR,NY,COM,MERCU,931632,WEST 45 ST,2005
XCFN74,NJ,PAS,,931632,WEST 45 ST,0
34107MD,NY,COM,FORD,931632,WEST 45 ST,2012
45704PC,NY,IRP,MACK,931632,WEST 45 ST,1988
12906PC,NY,IRP,MERCU,931632,WEST 45 ST,1991
66223JW,NY,COM,FRUEH,948889,WEST END AVE,2007
EFY5629,NY,PAS,NISSA,948889,W 42 ST,2009
68036JV,NY,COM,GMC,931632,WEST 47 ST,2001
HKN7283,NY,PAS,ME/BE,0,GRAND CONCOURSE,2014
HKP5509,NY,PAS,NISSA,921109,E 21ST ST,2016
HGT6526,NY,PAS,HONDA,160691,PEIR 5 PARKING LOT,2016
HRF6073,NY,PAS,HONDA,952138,QUINCY ST,2016
HNS7861,NY,PAS,,947362,C/O BELMONT AVE,0
HGH3038,NY,PAS,,954819,24 AVE,2003
KHN5053,PA,PAS,,927921,C/O LIBERTY LN,0
HHG7001,NY,PAS,INFIN,945519,88 ST,2004
HQX551,FL,PAS,FORD,935432,WADSWORTH AVE,0
30968JX,NY,COM,WORKH,934355,LEXINGTON AVE,2007
FDD3658,NY,PAS,JAGUA,945519,98 ST,2004
DPJ6029,NY,PAS,HONDA,945519,98 ST,1994
HAC9430,NY,PAS,ACURA,938291,41 ST,2014
GMG7398,NY,PAS,MAZDA,922651,E 9TH ST,2014
SCUBA,NY,PAS,BMW,962824,W 20 ST,2016
KFT4082,NJ,PAS,LINCO,954313,1 AVENUE,0
93726MG,NY,COM,FRUEH,955893,SHEFFIELD AVE,2015
9372GM6,NY,COM,FRUEH,955893,SHEFFIELD AVE,2015
BXB532,FL,PAS,CHRYS,909314,E 111 ST,0
PT27LE,NJ,PAS,ROVER,909314,E 111 ST,0
CWJ8004,NY,PAS,ACURA,909314,E 111 ST,2008
AS947N,NJ,PAS,MERCU,957462,3 AVE,0
C29HRT,NJ,PAS,VOLKS,943829,W 30 ST,0
87DMH,NJ,PAS,ACURA,961949,CROTONA PK E,0
92TD3G,NY,MOT,SUZUK,928728,98 ST,2006
64638MD,NY,COM,FRUEH,949492,MERCER ST,2006
12077MJ,NY,COM,FRUEH,954845,MADISON AVE,2016
6008MJ,NY,COM,,942028,W 48 ST,2017
30649MA,NY,COM,DODGE,942028,W 47 ST,2010
41867JM,NY,COM,FRUEH,942028,W 47 ST,2010
30659MA,NY,COM,FORD,942028,W 47 ST,2010
63111JM,NY,COM,GMC,942028,W 47 ST,1990
HKN5746,NY,PAS,TOYOT,956619,MONTGOMERY ST,2016
HGT7785,NY,PAS,NISSA,105989,ALCOTT PLACE,2013
HLY9708,NY,PAS,NISSA,950892,ESSEX ST,2017
JSF6996,PA,PAS,FORD,0,GRAND CONCOURSE,0
GGC8577,NY,PAS,HONDA,100549,BROADWAY,2010
HJP6815,NY,PAS,CHRYS,101228,BROADWAY,2006
PH375Q,FL,PAS,GTR,0,SCHEMERHORN STREET,0
KCE6775,PA,PAS,DODGE,958897,F/O 640 CONDUIT BLVD,0
GBJ1147,NY,PAS,FORD,954586,ATLANTIC AVE,2002
GMS3124,NY,PAS,FORD,924216,BRADFORD ST,2008
GVA1038,NY,PAS,CHRYS,941342,QUEENS MIDTOWN EXPWY,2015
GRA5289,NY,PAS,FORD,941342,73 PL,2002
HMY3461,NY,PAS,VOLKS,949362,STEINWAY,2008
HLT9935,NY,PAS,FORD,931865,S/W C/O 228 ST,2017
GFN6217,NY,PAS,AUDI,0,SB HYLAN BLVD @ JEFF,2016
MY3KNT,NY,SRF,LINCO,0,SB HYLAN BLVD @ JEFF,2013
DWD7630,NY,PAS,GMC,0,LAFAYETTE ST,2001
67969MH,NY,COM,CHEVR,909314,E 111 ST,2012
FEJ9233,NY,PAS,INFIN,955532,BRADFORD ST,2013
DKH2861,NY,PAS,NISSA,955532,BRADHURST ST,2014
R56ESL,NJ,PAS,SUBAR,956809,CLARKSON ST,2009
28666MH,NY,COM,,956861,2ND AVE,0
W55FNS,NJ,PAS,NISSA,944689,PENNSYLVANIA AVE,2012
EGD9300,NY,PAS,TOYOT,924216,BRADFORD ST,2003
XEKS36,NY,COM,FRUEH,960520,5 AVE,0
ZOE079,LA,PAS,VOLKS,941892,AMORY COURT,0
28595MH,NY,COM,FRUEH,954845,E 112 ST,0
1K64H,NY,OMT,TOYOT,962272,E 28 ST,2015
Z8662MH,NY,COM,,935592,PARK AVE,0
63506JM,NY,COM,,935592,E 86TH ST,0
HHS1322,NY,PAS,,960726,5TH ST,2004
KNH1849,PA,PAS,HONDA,925006,5TH AVE,0
GXH9376,NY,PAS,MASE,925006,BERGEN ST,2015
HKN7256,NY,PAS,ME/BE,925006,9TH ST,2014
JDE26S3,VA,PAS,TOYOT,925006,7TH AVE,0
HJL4293,NY,PAS,BMW,109997,R/O 99 BELLAMY LOOP,2008
HSF1034,NY,PAS,BMW,109997,R/O 99 BELLAMY LOOP,2008
G2U3429,NY,OMS,HONDA,949498,W 137 ST,2016
GUX3731,NY,PAS,INFIN,906615,67 ROAD,0
GUM3853,NY,PAS,ME/BE,950979,GLENMORE AVE,2015
HLW3799,NY,PAS,FORD,960759,NICHOLS AV,0
GPV8152,NY,PAS,FORD,960759,LIBERTY AV,2003
L96HBS,NJ,PAS,GMC,960759,BARBEY ST,0
HHL8955,NY,PAS,HONDA,944395,AMBER ST,2016
HHL8955,NY,PAS,HONDA,944395,AMBER ST,2016
HBG3794,NY,PAS,CHEVR,954464,FORBELL ST,2003
HNJ3454,NY,PAS,FORD,930617,FREEPORT LP,2006
HKM8328,NY,PAS,ME/BE,939964,ELDERT LN,2014
HDL1917,NY,PAS,FORD,955404,RIDGEWOOD AVE,2004
M10HBS,NJ,PAS,GMC,965484,BARBEY ST,0
HSC8682,NY,PAS,NISSA,950042,NICHOLS,2007
HMJ4867,NY,PAS,CHEVR,962058,SEIGIEL ST,2016
HPF6141,NY,PAS,DODGE,961788,PITKIN AVE,2002
HDV1712,NY,PAS,SUBAR,937891,CUMBERLAND ST,2006
HLA7338,NY,PAS,LEXUS,959559,S PORTLAND AVE,1998
HKT1205,NY,PAS,HONDA,959559,CUMBERLAND ST,2005
HBS9261,NY,PAS,VOLKS,959559,SAINT FELIX ST,2015
YFN8505,NY,PAS,CHEVR,956452,COVERT,0
DRJ2888,NY,PAS,DODGE,101451,760 BROADWAY,0
841451B,TX,PAS,LEXUS,961465,GRASSMERE TERRACE,2007
ATG5128,WA,PAS,SAAB,960759,FORBELL ST,0
ATG5128,WA,PAS,SAAB,960759,FORBELL  ST,0
FXS8498,NY,PAS,CHEVR,930617,CROTON LP,2005
FXS8498,NY,PAS,CHEVR,930617,CROTON LP,2005
872346B,TX,PAS,NISSA,930617,CROTON LP,2008
23SL89,NY,MOT,VESPA,955442,STERLING PL,2010
497VEF,KY,PAS,NISSA,958980,ESSEX ST,2016
AH43105,AZ,PAS,,936967,E 112 ST,0
8691AG0,AL,PAS,JEEP,942388,NASSAU AVE,1997
GUX9541,NY,PAS,HONDA,960087,FLATBUSH AVE,2014
HFM9437,NY,PAS,HONDA,954348,FOSTER AVENUE,2016
HJF6271,NY,PAS,PORSC,944070,HOLLY AVE,2017
JVY5189,PA,PAS,ACURA,944078,41 AVE,0
T469315C,99,OMT,TOYOT,160673,WOODY CREST,2014
GWD6327,NY,PAS,ME/BE,950143,BEACH 20 STREET,2013
HAE7394,NY,PAS,SAAB,951023,BEACH 9TH STREET,2003
HKK7418,NY,PAS,VOLVO,959067,SEAGIRT AVE,2007
GNB4801,NY,PAS,NISSA,950577,B 9 ST,2012
HME7398,NY,PAS,TOYOT,919852,S/S CEDAR ST,2016
HKD4096,PA,PAS,TOYOT,919852,S/S CEDAR ST,0
HML5785,NY,PAS,HONDA,961405,PENNSYLVANIA AVE,2017
HEH7633,NY,PAS,NISSA,957886,BEACH 20,2010
T635588C,NY,OMT,TOYOT,160181,FLUSHING MEADOW PARK,2007
HBLCSOLO,NY,PAS,NISSA,959227,FRANKLIN AVE,2009
HFV5726,99,PAS,BMW,959227,LINCOLN PL,2013
HMJ4948,NY,PAS,SUZUK,961736,ESSEX STREET,2008
GNC1917,NY,PAS,NISSA,959595,109 AVENUE,2004
HJD9402,NY,PAS,ME/BE,954785,PACIFIC ST,2006
HVM4393,PA,PAS,TOYOT,957637,KENT,0
HSV1729,NY,PAS,ME/BE,957357,KENT,2014
GAM6503,NY,PAS,HONDA,582955,C/O E 19TH,2017
GVG3551,NY,PAS,JEEP,943620,BROADWAY,2015
FAM7939,NY,PAS,TOYOT,953651,BEACH 17 ST,2010
FJS4035,NY,PAS,LEXUS,953376,BEACH 9 STREET,2016
BAK6600,NY,PAS,FORD,942150,BEACH 17 ST,2012
EMG4334,NY,999,ROVER,959112,SEAGIRT BLVD,2012
CL6K7A,MO,PAS,,948203,MACDOUGAL ST,0
BLANKPLATE,99,999,LINCO,946304,MUFFAT ST,0
64TF84,NY,PAS,YAMAH,955284,EASTERN PKWY,0
CAN8389,NY,PAS,ROVER,945639,JAMAICA AVE,2008
FMF1564,NY,PAS,CADIL,931306,PENNSYLVANIA AVE,2008
FWE7478,NY,PAS,DODGE,942317,SUTTER AVE,2006
39082MD,NY,COM,INTER,955287,DEAN ST,2015
22878MH,NY,COM,MITSU,955289,DEAN ST,2002
WESS20,NJ,PAS,INFIN,941740,60 AVE,0
34153MJ,NY,COM,ISUZU,924452,MEEKER AVE,2010
CNP3889,NY,PAS,HONDA,943621,BROADWAY,2003
ZHB61N,NJ,PAS,VOLKS,943621,BROADWAY,0
HKW6819,NY,PAS,LEXUS,940614,W 21 ST,2011
HNW3229,NY,PAS,,940614,W 21 ST,2017
GUG8373,NY,PAS,NISSA,940614,WEST 21 ST,2013
HLT2818,NY,OMT,ME/BE,922262,OGDEN AVE,2013
HMK1480,NY,PAS,LINCO,955096,BRISTOL ST,2005
GRP4340,NY,PAS,BMW,919852,S/S CEDAR ST,2015
HN57861,NY,PAS,PONTI,955893,SHEFFIELD AVE,2005
KHD9944,PA,PAS,JEEP,955893,SHEFFIELD AVE,0
HJY5731,NY,PAS,NISSA,961031,ATKINS AVE,2013
HPK1585,NY,PAS,KIA,961031,CHESTNUT ST,2013
HER4070,NY,PAS,FORD,380,GREAT KILLS PARK,2003
HAL6334,NY,PAS,CHEVR,957184,HALE AVE,2012
HAZ2052,NY,PAS,HONDA,959016,ELDERT ST LN,2015
HJP8833,NY,PAS,DODGE,959721,CRESCENT ST,2007
HMU5290,NY,PAS,,940239,VANDERLIN AVE,2017
HCP6372,NY,PAS,BMW,960567,E 100 ST,2016
GHP9238,NY,PAS,CHRYS,936656,W 53RD ST,1995
GPT6009,NY,PAS,HONDA,936656,WEST END AVE,2004
VMT8925,VA,PAS,DODGE,961031,VAN SICLEN COURT,0
DKP4463,NC,PAS,JEEP,961108,GATEWAY DR,0
FHF6647,NY,PAS,DODGE,388,GREAT KILLS PARK,2010
5943QA,FL,PAS,MAZDA,942811,CRESCENT ST,0
EMQM58,FL,PAS,CHRYS,942811,ETNA STREET,0
CJK4996,NY,PAS,CHEVR,942811,CRESCENT ST,1990
AUY7422,NY,PAS,HONDA,937697,KENT,0
ETE2043,NY,PAS,KIA,957026,23 AVE,2013
XEJW24,NJ,PAS,DODGE,957026,212 ST,0
FAJ8016,NY,PAS,HONDA,936650,BROADWAY,2009
HLD4896,NY,PAS,NISSA,919852,E/O TRINITY PLACE,1999
HHE4032,NY,PAS,NISSA,960162,FURBELL STREET,2006
HAL6094,NY,PAS,AUDI,960335,LOGAN ST,2006
LF1ZGD,NJ,PAS,AUDI,0,ADAMS STREET,0
GFC7715,NY,PAS,FORD,955544,MACDONOUGH,2011
HEB9788,NY,PAS,TOYOT,955514,HALSEY ST,2004
GST45275,NY,PAS,ACURA,961351,AMBOY ST,2008
HBY6987,NY,PAS,HONDA,958422,BRISTOL ST,0
HEB9056,NY,PAS,BMW,958422,AMBOY ST,2016
HFV49121,NY,PAS,NISSA,961351,HERZL ST,2012
HCE6012,NY,PAS,ME/BE,954375,NOSTRAND AVE,2016
GWE3397,NY,PAS,JEEP,960177,PITKIN AVE,0
GFE1386,NY,PAS,HONDA,940430,34 RIDGEWOOD AVE,2017
HML5408,NY,PAS,HONDA,927428,C/O SUTTER AND CHRIS,2017
HBT9140,NY,PAS,BMW,927428,BOYLAND,2011
HFH7304,NY,PAS,NISSA,927428,MARK,2008
GG54291,NY,PAS,HONDA,960106,CHAUNCEY STREET,0
HRW0659,PA,PAS,NISSA,956367,CHESTER STREET,2006
HLE7996,NY,OMS,MINI,938973,YORK ST,2017
GCB4847,NY,PAS,TOYOT,962042,E 28,2013
HBU2894,NY,PAS,VOLKS,962676,DUPONT ST,2012
HGV1720,NY,PAS,BMW,956774,PACIFIC ST,2013
HNV1831,NY,PAS,HONDA,933067,BRISTOL ST,2007
HNJ1831,NY,PAS,HONDA,933067,BRISTOL ST,2001
GST4826,NY,PAS,MINI,940938,,2010
GFN1425,NY,PAS,HONDA,940938,DUPONT ST,2016
HBU3590,NY,PAS,SAAB,961321,DIAMOND ST,0
GYS9746,NY,PAS,JEEP,952054,W/S BERRY ST,2008
GYJ28W,WI,PAS,FRUEH,933057,W 50TH ST,0
JCG2441,PA,PAS,TOYOT,951677,FREEMAN ST,0
GLX9091,NY,PAS,NISSA,924452,RUSSELL ST,1995
R86DRG,NJ,PAS,TOYOT,924452,BEADEL ST,0
HMJ4247,NY,PAS,ROVER,924452,SUTTON ST,2009
HAY3415,NY,PAS,SUBAR,924452,MORGAN AVE,2015
HLN2576,NY,PAS,HONDA,960503,WITHERS ST,2016
29190BB,NY,999,,958714,HEYWARD,2015
XX996T,NJ,PAS,FORD,919852,S/S CEDAR ST,0
FRC6709,NY,PAS,BMW,919852,S/S CEDAR ST,2002
42208MK,NY,COM,FORD,919852,S/S CEDAR ST,2012
NRSKCB,VA,PAS,LEXUS,0,JOHNSON ST,0
EVG3634,NY,PAS,ME/BE,909314,E 111 ST,2011
XEH230,NJ,PAS,,957784,JAMAICA AVE,0
31466JV,NY,COM,FORD,927266,W 56 ST,2010
28665MH,NY,COM,FRUEH,927266,S/S W 53 ST,2016
63471JM,NY,COM,MERCU,927266,8TH AVE,1995
49334KA,NY,COM,FRUEH,956708,ST NICHOLAS,0
98400JX,99,COM,WORKH,955230,GREENWICH ST,2007
98400JX,NY,COM,WORKH,955230,GREENWICH,2007
96089MH,NY,COM,FRUEH,924582,MADISON AVE,0
VVU5310,VA,PAS,FORD,958603,PACIFIC ST,0
16519MA,NY,COM,ME/BE,962042,E 28 ST,2016
5578MJ,99,COM,FORD,962042,E 28 ST,1995
83481MH,NY,COM,FRUEH,933001,W 47TH ST,2018
63472JM,NY,COM,MERCU,933001,W 56TH ST,1995
74880MB,NY,COM,FORD,933001,W 56TH ST,2013
51937JV,NY,COM,FORD,933001,W 56TH ST,2006
62711JM,99,COM,GMC,933001,W 57TH ST,0
FBD7693,NY,PAS,HONDA,959016,94 FORBELL,2011
N77HVF,NJ,PAS,TOYOT,946550,BLAKE AVE,0
47602MD,NY,COM,PETER,932351,8TH AVE,2013
63450JM,NY,COM,MERCU,932351,W 55TH ST,1995
98804JG,NY,COM,MERCU,932351,W 55TH ST,2001
32149JF,NY,COM,MERCU,932351,MADISON AVE,1992
37693JP,NY,COM,GMC,932351,W 55TH ST,1988
YCT4606,PA,PAS,HIN,957206,DEKALB AVE,0
42515ME,NY,COM,FRUEH,940788,AVE B,2004
6485VP,ME,PAS,HYUND,920126,N/E/C/O ON N HENRY S,0
6485VP,ME,PAS,HYUND,920126,N/E/C/O ON N HENRY S,0
EXW3833,NY,PAS,HONDA,935331,KENT ST,2005
EKJ5464,PA,PAS,FORD,935331,KENT ST,0
25871JM,NY,PAS,FORD,931310,STUBEN ST,2003
FWS4191,NY,PAS,TOYOT,951677,CLAY ST,2002
1XS169,MA,PAS,FORD,962676,DUPONT ST,0
BVP3397,GA,PAS,ME/BE,956774,PACIFIC ST,0
1CP1985,AL,PAS,CHEVR,962532,,0
NTA548,WV,PAS,TOYOT,962368,SARATOGA,2007
49781MA,NY,COM,KENWO,911579,6TH AVE,0
BGH7547,NY,PAS,HONDA,940938,VANDERVOORT AVE,2013
FFP1545,NY,PAS,JEEP,940938,MANHATTAN AVE,2016
XEKS76,NJ,PAS,FORD,924452,MEEKER AVE,0
EVM8326,NY,PAS,TOYOT,924452,RUSSELL ST,1997
52909PC,NY,IRP,VOLVO,924452,VANDERVOORT AVE,2013
81993MJ,NY,COM,FORD,924452,WEST ST,2017
82008MJ,NY,COM,FORD,924452,WEST ST,2013
